LocationDesc,Current Smoking %,Gender,Race,Age,Education
Georgia,34.6,Overall,All Races,Age 20 and Older,< 12th Grade
Georgia,23.3,Overall,All Races,Age 20 and Older,12th Grade
Georgia,11.7,Overall,All Races,Age 20 and Older,> 12th Grade
Hawaii,24.6,Overall,All Races,Age 20 and Older,< 12th Grade
Hawaii,18.3,Overall,All Races,Age 20 and Older,12th Grade
Hawaii,9.6,Overall,All Races,Age 20 and Older,> 12th Grade
Idaho,29.6,Overall,All Races,Age 20 and Older,< 12th Grade
Idaho,21.6,Overall,All Races,Age 20 and Older,12th Grade
Idaho,9.4,Overall,All Races,Age 20 and Older,> 12th Grade
Illinois,17.7,Overall,All Races,Age 20 and Older,< 12th Grade
Illinois,23.2,Overall,All Races,Age 20 and Older,12th Grade
Illinois,12.7,Overall,All Races,Age 20 and Older,> 12th Grade
Indiana,40.9,Overall,All Races,Age 20 and Older,< 12th Grade
Indiana,27.1,Overall,All Races,Age 20 and Older,12th Grade
Indiana,13.6,Overall,All Races,Age 20 and Older,> 12th Grade
Iowa,28.1,Overall,All Races,Age 20 and Older,< 12th Grade
Iowa,22,Overall,All Races,Age 20 and Older,12th Grade
Iowa,12.9,Overall,All Races,Age 20 and Older,> 12th Grade
Kansas,31.6,Overall,All Races,Age 20 and Older,< 12th Grade
Kansas,24.7,Overall,All Races,Age 20 and Older,12th Grade
Kansas,12.5,Overall,All Races,Age 20 and Older,> 12th Grade
Kentucky,39.7,Overall,All Races,Age 20 and Older,< 12th Grade
Kentucky,30.7,Overall,All Races,Age 20 and Older,12th Grade
Kentucky,17,Overall,All Races,Age 20 and Older,> 12th Grade
Louisiana,37.2,Overall,All Races,Age 20 and Older,< 12th Grade
Louisiana,24.5,Overall,All Races,Age 20 and Older,12th Grade
Louisiana,17.6,Overall,All Races,Age 20 and Older,> 12th Grade
Maine,47.5,Overall,All Races,Age 20 and Older,< 12th Grade
Maine,25.3,Overall,All Races,Age 20 and Older,12th Grade
Maine,13.6,Overall,All Races,Age 20 and Older,> 12th Grade
Maryland,27.1,Overall,All Races,Age 20 and Older,< 12th Grade
Maryland,20.3,Overall,All Races,Age 20 and Older,12th Grade
Maryland,9.5,Overall,All Races,Age 20 and Older,> 12th Grade
Massachusetts,22.8,Overall,All Races,Age 20 and Older,< 12th Grade
Massachusetts,21.6,Overall,All Races,Age 20 and Older,12th Grade
Massachusetts,9.6,Overall,All Races,Age 20 and Older,> 12th Grade
Michigan,42.6,Overall,All Races,Age 20 and Older,< 12th Grade
Michigan,26.8,Overall,All Races,Age 20 and Older,12th Grade
Michigan,14.4,Overall,All Races,Age 20 and Older,> 12th Grade
Minnesota,28.7,Overall,All Races,Age 20 and Older,< 12th Grade
Minnesota,22.9,Overall,All Races,Age 20 and Older,12th Grade
Minnesota,11.2,Overall,All Races,Age 20 and Older,> 12th Grade
Mississippi,36.4,Overall,All Races,Age 20 and Older,< 12th Grade
Mississippi,24.8,Overall,All Races,Age 20 and Older,12th Grade
Mississippi,17.4,Overall,All Races,Age 20 and Older,> 12th Grade
Missouri,45.2,Overall,All Races,Age 20 and Older,< 12th Grade
Missouri,29.3,Overall,All Races,Age 20 and Older,12th Grade
Missouri,14.5,Overall,All Races,Age 20 and Older,> 12th Grade
Montana,40.9,Overall,All Races,Age 20 and Older,< 12th Grade
Montana,26.1,Overall,All Races,Age 20 and Older,12th Grade
Montana,12.6,Overall,All Races,Age 20 and Older,> 12th Grade
Nebraska,31.5,Overall,All Races,Age 20 and Older,< 12th Grade
Nebraska,23.5,Overall,All Races,Age 20 and Older,12th Grade
Nebraska,12.7,Overall,All Races,Age 20 and Older,> 12th Grade
Nevada,21.8,Overall,All Races,Age 20 and Older,< 12th Grade
Nevada,20,Overall,All Races,Age 20 and Older,12th Grade
Nevada,13.9,Overall,All Races,Age 20 and Older,> 12th Grade
New Hampshire,43.5,Overall,All Races,Age 20 and Older,< 12th Grade
New Hampshire,26.1,Overall,All Races,Age 20 and Older,12th Grade
New Hampshire,11.7,Overall,All Races,Age 20 and Older,> 12th Grade
New Jersey,23.3,Overall,All Races,Age 20 and Older,< 12th Grade
New Jersey,21,Overall,All Races,Age 20 and Older,12th Grade
New Jersey,9.5,Overall,All Races,Age 20 and Older,> 12th Grade
New Mexico,25.6,Overall,All Races,Age 20 and Older,< 12th Grade
New Mexico,22.5,Overall,All Races,Age 20 and Older,12th Grade
New Mexico,12.2,Overall,All Races,Age 20 and Older,> 12th Grade
New York,19.8,Overall,All Races,Age 20 and Older,< 12th Grade
New York,19.3,Overall,All Races,Age 20 and Older,12th Grade
New York,11.3,Overall,All Races,Age 20 and Older,> 12th Grade
North Carolina,31.6,Overall,All Races,Age 20 and Older,< 12th Grade
North Carolina,24.7,Overall,All Races,Age 20 and Older,12th Grade
North Carolina,12.1,Overall,All Races,Age 20 and Older,> 12th Grade
North Dakota,37.4,Overall,All Races,Age 20 and Older,< 12th Grade
North Dakota,30.1,Overall,All Races,Age 20 and Older,12th Grade
North Dakota,14.3,Overall,All Races,Age 20 and Older,> 12th Grade
Ohio,45.1,Overall,All Races,Age 20 and Older,< 12th Grade
Ohio,30,Overall,All Races,Age 20 and Older,12th Grade
Ohio,14.6,Overall,All Races,Age 20 and Older,> 12th Grade
Oklahoma,34.9,Overall,All Races,Age 20 and Older,< 12th Grade
Oklahoma,23,Overall,All Races,Age 20 and Older,12th Grade
Oklahoma,14.1,Overall,All Races,Age 20 and Older,> 12th Grade
Oregon,32.2,Overall,All Races,Age 20 and Older,< 12th Grade
Oregon,22.4,Overall,All Races,Age 20 and Older,12th Grade
Oregon,11.8,Overall,All Races,Age 20 and Older,> 12th Grade
Pennsylvania,33.2,Overall,All Races,Age 20 and Older,< 12th Grade
Pennsylvania,22.9,Overall,All Races,Age 20 and Older,12th Grade
Pennsylvania,12.1,Overall,All Races,Age 20 and Older,> 12th Grade
Rhode Island,21.3,Overall,All Races,Age 20 and Older,< 12th Grade
Rhode Island,19.2,Overall,All Races,Age 20 and Older,12th Grade
Rhode Island,11.5,Overall,All Races,Age 20 and Older,> 12th Grade
South Carolina,37.3,Overall,All Races,Age 20 and Older,< 12th Grade
South Carolina,25.7,Overall,All Races,Age 20 and Older,12th Grade
South Carolina,13.4,Overall,All Races,Age 20 and Older,> 12th Grade
South Dakota,28.6,Overall,All Races,Age 20 and Older,< 12th Grade
South Dakota,24.4,Overall,All Races,Age 20 and Older,12th Grade
South Dakota,14.3,Overall,All Races,Age 20 and Older,> 12th Grade
Tennessee,40.2,Overall,All Races,Age 20 and Older,< 12th Grade
Tennessee,27.7,Overall,All Races,Age 20 and Older,12th Grade
Tennessee,14.6,Overall,All Races,Age 20 and Older,> 12th Grade
Texas,18.1,Overall,All Races,Age 20 and Older,< 12th Grade
Texas,17.4,Overall,All Races,Age 20 and Older,12th Grade
Texas,12.2,Overall,All Races,Age 20 and Older,> 12th Grade
Utah,19.9,Overall,All Races,Age 20 and Older,< 12th Grade
Utah,14.8,Overall,All Races,Age 20 and Older,12th Grade
Utah,5.8,Overall,All Races,Age 20 and Older,> 12th Grade
Vermont,38.8,Overall,All Races,Age 20 and Older,< 12th Grade
Vermont,25.7,Overall,All Races,Age 20 and Older,12th Grade
Vermont,10.5,Overall,All Races,Age 20 and Older,> 12th Grade
Virginia,26.3,Overall,All Races,Age 20 and Older,< 12th Grade
Virginia,21.6,Overall,All Races,Age 20 and Older,12th Grade
Virginia,11,Overall,All Races,Age 20 and Older,> 12th Grade
Washington,27.5,Overall,All Races,Age 20 and Older,< 12th Grade
Washington,21.1,Overall,All Races,Age 20 and Older,12th Grade
Washington,10.1,Overall,All Races,Age 20 and Older,> 12th Grade
West Virginia,42.4,Overall,All Races,Age 20 and Older,< 12th Grade
West Virginia,27.1,Overall,All Races,Age 20 and Older,12th Grade
West Virginia,17.5,Overall,All Races,Age 20 and Older,> 12th Grade
Wisconsin,25.3,Overall,All Races,Age 20 and Older,< 12th Grade
Wisconsin,23.1,Overall,All Races,Age 20 and Older,12th Grade
Wisconsin,13,Overall,All Races,Age 20 and Older,> 12th Grade
Wyoming,40.2,Overall,All Races,Age 20 and Older,< 12th Grade
Wyoming,26.7,Overall,All Races,Age 20 and Older,12th Grade
Wyoming,12.2,Overall,All Races,Age 20 and Older,> 12th Grade
Guam,43.1,Overall,All Races,Age 20 and Older,< 12th Grade
Guam,25.3,Overall,All Races,Age 20 and Older,12th Grade
Guam,18.8,Overall,All Races,Age 20 and Older,> 12th Grade
Puerto Rico,12.9,Overall,All Races,Age 20 and Older,< 12th Grade
Puerto Rico,11.9,Overall,All Races,Age 20 and Older,12th Grade
Puerto Rico,9.1,Overall,All Races,Age 20 and Older,> 12th Grade
Alabama,38.8,Overall,All Races,Age 25 and Older,< 12th Grade
Alabama,25.7,Overall,All Races,Age 25 and Older,12th Grade
Alabama,15,Overall,All Races,Age 25 and Older,> 12th Grade
Alaska,45.9,Overall,All Races,Age 25 and Older,< 12th Grade
Alaska,25,Overall,All Races,Age 25 and Older,12th Grade
Alaska,13.9,Overall,All Races,Age 25 and Older,> 12th Grade
Arizona,19.2,Overall,All Races,Age 25 and Older,< 12th Grade
Arizona,22.5,Overall,All Races,Age 25 and Older,12th Grade
Arizona,12,Overall,All Races,Age 25 and Older,> 12th Grade
Arkansas,37.5,Overall,All Races,Age 25 and Older,< 12th Grade
Arkansas,28.6,Overall,All Races,Age 25 and Older,12th Grade
Arkansas,16.5,Overall,All Races,Age 25 and Older,> 12th Grade
California,13.9,Overall,All Races,Age 25 and Older,< 12th Grade
California,14.1,Overall,All Races,Age 25 and Older,12th Grade
California,9.6,Overall,All Races,Age 25 and Older,> 12th Grade
Colorado,27.2,Overall,All Races,Age 25 and Older,< 12th Grade
Colorado,21.6,Overall,All Races,Age 25 and Older,12th Grade
Colorado,12.1,Overall,All Races,Age 25 and Older,> 12th Grade
Connecticut,26.6,Overall,All Races,Age 25 and Older,< 12th Grade
Connecticut,18.3,Overall,All Races,Age 25 and Older,12th Grade
Connecticut,8.7,Overall,All Races,Age 25 and Older,> 12th Grade
Delaware,29.5,Overall,All Races,Age 25 and Older,< 12th Grade
Delaware,22.8,Overall,All Races,Age 25 and Older,12th Grade
Delaware,13.5,Overall,All Races,Age 25 and Older,> 12th Grade
District of Columbia,27.7,Overall,All Races,Age 25 and Older,< 12th Grade
District of Columbia,25.3,Overall,All Races,Age 25 and Older,12th Grade
District of Columbia,10.7,Overall,All Races,Age 25 and Older,> 12th Grade
Florida,25.9,Overall,All Races,Age 25 and Older,< 12th Grade
Florida,19.9,Overall,All Races,Age 25 and Older,12th Grade
Florida,11.8,Overall,All Races,Age 25 and Older,> 12th Grade
Georgia,34.9,Overall,All Races,Age 25 and Older,< 12th Grade
Georgia,23.8,Overall,All Races,Age 25 and Older,12th Grade
Georgia,12.1,Overall,All Races,Age 25 and Older,> 12th Grade
Hawaii,22.2,Overall,All Races,Age 25 and Older,< 12th Grade
Hawaii,19.2,Overall,All Races,Age 25 and Older,12th Grade
Hawaii,9.5,Overall,All Races,Age 25 and Older,> 12th Grade
Idaho,29.8,Overall,All Races,Age 25 and Older,< 12th Grade
Idaho,20.6,Overall,All Races,Age 25 and Older,12th Grade
Idaho,9.9,Overall,All Races,Age 25 and Older,> 12th Grade
Illinois,17.3,Overall,All Races,Age 25 and Older,< 12th Grade
Illinois,23.4,Overall,All Races,Age 25 and Older,12th Grade
Illinois,12.6,Overall,All Races,Age 25 and Older,> 12th Grade
Indiana,39.3,Overall,All Races,Age 25 and Older,< 12th Grade
Indiana,28,Overall,All Races,Age 25 and Older,12th Grade
Indiana,14,Overall,All Races,Age 25 and Older,> 12th Grade
Iowa,28.3,Overall,All Races,Age 25 and Older,< 12th Grade
Iowa,21.8,Overall,All Races,Age 25 and Older,12th Grade
Iowa,13,Overall,All Races,Age 25 and Older,> 12th Grade
Kansas,32.6,Overall,All Races,Age 25 and Older,< 12th Grade
Kansas,25.1,Overall,All Races,Age 25 and Older,12th Grade
Kansas,12.9,Overall,All Races,Age 25 and Older,> 12th Grade
Kentucky,40.3,Overall,All Races,Age 25 and Older,< 12th Grade
Kentucky,30.1,Overall,All Races,Age 25 and Older,12th Grade
Kentucky,17.4,Overall,All Races,Age 25 and Older,> 12th Grade
Louisiana,34.8,Overall,All Races,Age 25 and Older,< 12th Grade
Louisiana,25.1,Overall,All Races,Age 25 and Older,12th Grade
Louisiana,17.5,Overall,All Races,Age 25 and Older,> 12th Grade
Maine,48.2,Overall,All Races,Age 25 and Older,< 12th Grade
Maine,24.8,Overall,All Races,Age 25 and Older,12th Grade
Maine,13.8,Overall,All Races,Age 25 and Older,> 12th Grade
Maryland,27,Overall,All Races,Age 25 and Older,< 12th Grade
Maryland,20.9,Overall,All Races,Age 25 and Older,12th Grade
Maryland,9.5,Overall,All Races,Age 25 and Older,> 12th Grade
Massachusetts,20.9,Overall,All Races,Age 25 and Older,< 12th Grade
Massachusetts,22.1,Overall,All Races,Age 25 and Older,12th Grade
Massachusetts,10,Overall,All Races,Age 25 and Older,> 12th Grade
Michigan,41.1,Overall,All Races,Age 25 and Older,< 12th Grade
Michigan,26.9,Overall,All Races,Age 25 and Older,12th Grade
Michigan,14.4,Overall,All Races,Age 25 and Older,> 12th Grade
Minnesota,28,Overall,All Races,Age 25 and Older,< 12th Grade
Minnesota,22.3,Overall,All Races,Age 25 and Older,12th Grade
Minnesota,11.6,Overall,All Races,Age 25 and Older,> 12th Grade
Mississippi,33.9,Overall,All Races,Age 25 and Older,< 12th Grade
Mississippi,24.2,Overall,All Races,Age 25 and Older,12th Grade
Mississippi,17.1,Overall,All Races,Age 25 and Older,> 12th Grade
Missouri,44.7,Overall,All Races,Age 25 and Older,< 12th Grade
Missouri,28.2,Overall,All Races,Age 25 and Older,12th Grade
Missouri,15,Overall,All Races,Age 25 and Older,> 12th Grade
Montana,39.6,Overall,All Races,Age 25 and Older,< 12th Grade
Montana,24.8,Overall,All Races,Age 25 and Older,12th Grade
Montana,12.8,Overall,All Races,Age 25 and Older,> 12th Grade
Nebraska,30.8,Overall,All Races,Age 25 and Older,< 12th Grade
Nebraska,23.5,Overall,All Races,Age 25 and Older,12th Grade
Nebraska,12.7,Overall,All Races,Age 25 and Older,> 12th Grade
Nevada,21.6,Overall,All Races,Age 25 and Older,< 12th Grade
Nevada,21.1,Overall,All Races,Age 25 and Older,12th Grade
Nevada,13.8,Overall,All Races,Age 25 and Older,> 12th Grade
New Hampshire,41.9,Overall,All Races,Age 25 and Older,< 12th Grade
New Hampshire,24,Overall,All Races,Age 25 and Older,12th Grade
New Hampshire,11.7,Overall,All Races,Age 25 and Older,> 12th Grade
New Jersey,22.7,Overall,All Races,Age 25 and Older,< 12th Grade
New Jersey,20.1,Overall,All Races,Age 25 and Older,12th Grade
New Jersey,9.6,Overall,All Races,Age 25 and Older,> 12th Grade
New Mexico,23,Overall,All Races,Age 25 and Older,< 12th Grade
New Mexico,20.9,Overall,All Races,Age 25 and Older,12th Grade
New Mexico,12.3,Overall,All Races,Age 25 and Older,> 12th Grade
New York,19.4,Overall,All Races,Age 25 and Older,< 12th Grade
New York,19.9,Overall,All Races,Age 25 and Older,12th Grade
New York,11.1,Overall,All Races,Age 25 and Older,> 12th Grade
North Carolina,30.5,Overall,All Races,Age 25 and Older,< 12th Grade
North Carolina,24.6,Overall,All Races,Age 25 and Older,12th Grade
North Carolina,12,Overall,All Races,Age 25 and Older,> 12th Grade
North Dakota,36.8,Overall,All Races,Age 25 and Older,< 12th Grade
North Dakota,28.4,Overall,All Races,Age 25 and Older,12th Grade
North Dakota,14.7,Overall,All Races,Age 25 and Older,> 12th Grade
Ohio,44.4,Overall,All Races,Age 25 and Older,< 12th Grade
Ohio,29.6,Overall,All Races,Age 25 and Older,12th Grade
Ohio,15.2,Overall,All Races,Age 25 and Older,> 12th Grade
Oklahoma,34.7,Overall,All Races,Age 25 and Older,< 12th Grade
Oklahoma,21.4,Overall,All Races,Age 25 and Older,12th Grade
Oklahoma,14.4,Overall,All Races,Age 25 and Older,> 12th Grade
Oregon,30.7,Overall,All Races,Age 25 and Older,< 12th Grade
Oregon,22.8,Overall,All Races,Age 25 and Older,12th Grade
Oregon,11.9,Overall,All Races,Age 25 and Older,> 12th Grade
Pennsylvania,32.9,Overall,All Races,Age 25 and Older,< 12th Grade
Pennsylvania,23.1,Overall,All Races,Age 25 and Older,12th Grade
Pennsylvania,12.8,Overall,All Races,Age 25 and Older,> 12th Grade
Rhode Island,22.3,Overall,All Races,Age 25 and Older,< 12th Grade
Rhode Island,19.1,Overall,All Races,Age 25 and Older,12th Grade
Rhode Island,12,Overall,All Races,Age 25 and Older,> 12th Grade
South Carolina,36,Overall,All Races,Age 25 and Older,< 12th Grade
South Carolina,25.4,Overall,All Races,Age 25 and Older,12th Grade
South Carolina,13.8,Overall,All Races,Age 25 and Older,> 12th Grade
South Dakota,27.9,Overall,All Races,Age 25 and Older,< 12th Grade
South Dakota,23.7,Overall,All Races,Age 25 and Older,12th Grade
South Dakota,14.7,Overall,All Races,Age 25 and Older,> 12th Grade
Tennessee,40.2,Overall,All Races,Age 25 and Older,< 12th Grade
Tennessee,26.7,Overall,All Races,Age 25 and Older,12th Grade
Tennessee,14.5,Overall,All Races,Age 25 and Older,> 12th Grade
Texas,18.2,Overall,All Races,Age 25 and Older,< 12th Grade
Texas,18.6,Overall,All Races,Age 25 and Older,12th Grade
Texas,13,Overall,All Races,Age 25 and Older,> 12th Grade
Utah,18.8,Overall,All Races,Age 25 and Older,< 12th Grade
Utah,15.3,Overall,All Races,Age 25 and Older,12th Grade
Utah,6,Overall,All Races,Age 25 and Older,> 12th Grade
Vermont,39.2,Overall,All Races,Age 25 and Older,< 12th Grade
Vermont,24.1,Overall,All Races,Age 25 and Older,12th Grade
Vermont,9.6,Overall,All Races,Age 25 and Older,> 12th Grade
Virginia,27,Overall,All Races,Age 25 and Older,< 12th Grade
Virginia,22.3,Overall,All Races,Age 25 and Older,12th Grade
Virginia,11.6,Overall,All Races,Age 25 and Older,> 12th Grade
Washington,27.4,Overall,All Races,Age 25 and Older,< 12th Grade
Washington,20.4,Overall,All Races,Age 25 and Older,12th Grade
Washington,9.8,Overall,All Races,Age 25 and Older,> 12th Grade
West Virginia,41.3,Overall,All Races,Age 25 and Older,< 12th Grade
West Virginia,26.5,Overall,All Races,Age 25 and Older,12th Grade
West Virginia,18.5,Overall,All Races,Age 25 and Older,> 12th Grade
Wisconsin,26.8,Overall,All Races,Age 25 and Older,< 12th Grade
Wisconsin,23.1,Overall,All Races,Age 25 and Older,12th Grade
Wisconsin,13.1,Overall,All Races,Age 25 and Older,> 12th Grade
Wyoming,38.6,Overall,All Races,Age 25 and Older,< 12th Grade
Wyoming,27,Overall,All Races,Age 25 and Older,12th Grade
Wyoming,12.2,Overall,All Races,Age 25 and Older,> 12th Grade
Guam,40.3,Overall,All Races,Age 25 and Older,< 12th Grade
Guam,27.9,Overall,All Races,Age 25 and Older,12th Grade
Guam,19.3,Overall,All Races,Age 25 and Older,> 12th Grade
Puerto Rico,12.9,Overall,All Races,Age 25 and Older,< 12th Grade
Puerto Rico,12,Overall,All Races,Age 25 and Older,12th Grade
Puerto Rico,9.7,Overall,All Races,Age 25 and Older,> 12th Grade
Alabama,52.6,Overall,All Races,All Ages,All Grades
Alabama,56.6,Male,All Races,All Ages,All Grades
Alabama,47.4,Female,All Races,All Ages,All Grades
Alaska,58.6,Overall,All Races,All Ages,All Grades
Alaska,57.9,Male,All Races,All Ages,All Grades
Alaska,59.6,Female,All Races,All Ages,All Grades
Arizona,63.4,Overall,All Races,All Ages,All Grades
